facility_id,facility_name.x,city,state,count,descriptions,facility_name.y,Site Category,Site Subcategory,County,State,Address,City,ZIP,Rural Status,Longitude,Latitude
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,1,"EMERGENCY ROOM LOG ,",SHASTA REGIONAL MEDICAL CENTER,Hospital,Short Term,Shasta County,CA,1100 Butte St,Redding,96001-0852,No,-122.38697553,40.58537269
50764,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,1,"MEDICAL SCREENING EXAM ,",SHASTA REGIONAL MEDICAL CENTER,Hospital,Short Term,Shasta County,CA,1100 Butte St,Redding,96001-0852,No,-122.38697553,40.58537269
51306,GLENN MEDICAL CENTER,WILLOWS,CA,1,"MEDICAL SCREENING EXAM ,",GLENN MEDICAL CENTER,Hospital,Critical Access Hospitals,Glenn County,CA,1133 W Sycamore St,Willows,95988-2601,Yes,-122.20827603,39.52050751
51306,GLENN MEDICAL CENTER,WILLOWS,CA,1,"STABILIZING TREATMENT ,",GLENN MEDICAL CENTER,Hospital,Critical Access Hospitals,Glenn County,CA,1133 W Sycamore St,Willows,95988-2601,Yes,-122.20827603,39.52050751
51318,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,1,"MEDICAL SCREENING EXAM ,",PROVIDENCE REDWOOD MEMORIAL HOSPITAL,Hospital,Critical Access Hospitals,Humboldt County,CA,3300 Renner Dr,Fortuna,95540-3120,Yes,-124.13599197,40.58242553
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,1,"EMERGENCY ROOM LOG ,",NORTH COLORADO MEDICAL CENTER,Hospital,Short Term,Weld County,CO,1801 16th St,Greeley,80631-5154,No,-104.709703,40.41386751
60001,NORTH COLORADO MEDICAL CENTER,GREELEY,CO,1,"MEDICAL SCREENING EXAM ,",NORTH COLORADO MEDICAL CENTER,Hospital,Short Term,Weld County,CO,1801 16th St,Greeley,80631-5154,No,-104.709703,40.41386751
60003,CENTURA LONGMONT UNITED HOSPITAL,LONGMONT,CO,1,"STABILIZING TREATMENT ,",CENTURA LONGMONT UNITED HOSPITAL,Hospital,Short Term,Boulder County,CO,1950 Mountain View Ave,Longmont,80501-3129,No,-105.12599935,40.18134664
60003,CENTURA LONGMONT UNITED HOSPITAL,LONGMONT,CO,1,"APPROPRIATE TRANSFER ,",CENTURA LONGMONT UNITED HOSPITAL,Hospital,Short Term,Boulder County,CO,1950 Mountain View Ave,Longmont,80501-3129,No,-105.12599935,40.18134664
60008,SAN LUIS VALLEY HEALTH,ALAMOSA,CO,2,"EMERGENCY ROOM LOG ,",SAN LUIS VALLEY HEALTH,Hospital,Short Term,Alamosa County,CO,106 Blanca Ave,Alamosa,81101-2340,Yes,-105.88350246,37.47172398
60020,"PARKVIEW MEDICAL CENTER, INC",PUEBLO,CO,1,"APPROPRIATE TRANSFER ,","PARKVIEW MEDICAL CENTER, INC",Hospital,Short Term,Pueblo County,CO,400 W 16th St,Pueblo,81003-2745,No,-104.61199683,38.28171599
60103,CENTURA AVISTA ADVENTIST HOSPITAL,LOUISVILLE,CO,1,"APPROPRIATE TRANSFER ,",CENTURA AVISTA ADVENTIST HOSPITAL,Hospital,Short Term,Boulder County,CO,100 Health Park Dr,Louisville,80027-9583,No,-105.15123735,39.95139483
60104,CENTURA ST ANTHONY NORTH HOSPITAL,WESTMINSTER,CO,1,"APPROPRIATE TRANSFER ,",CENTURA ST ANTHONY NORTH HOSPITAL,Hospital,Short Term,Adams County,CO,14300 Orchard Pkwy,Westminster,80023-9206,No,-104.99369252,39.95562019
60113,CENTURA LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,1,"EMERGENCY ROOM LOG ,",CENTURA LITTLETON ADVENTIST HOSPITAL,Hospital,Short Term,Arapahoe County,CO,7700 S Broadway,Littleton,80122-2602,No,-104.9858992,39.57657582
60113,CENTURA LITTLETON ADVENTIST HOSPITAL,LITTLETON,CO,1,"MEDICAL SCREENING EXAM ,",CENTURA LITTLETON ADVENTIST HOSPITAL,Hospital,Short Term,Arapahoe County,CO,7700 S Broadway,Littleton,80122-2602,No,-104.9858992,39.57657582
60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,3,"APPROPRIATE TRANSFER ,",MEDICAL CENTER OF THE ROCKIES,Hospital,Short Term,Larimer County,CO,2500 Rocky Mountain Ave,Loveland,80538-9004,No,-104.99715098,40.41578198
60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,3,"MEDICAL SCREENING EXAM ,",MEDICAL CENTER OF THE ROCKIES,Hospital,Short Term,Larimer County,CO,2500 Rocky Mountain Ave,Loveland,80538-9004,No,-104.99715098,40.41578198
60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,3,"ON CALL PHYSICIANS ,",MEDICAL CENTER OF THE ROCKIES,Hospital,Short Term,Larimer County,CO,2500 Rocky Mountain Ave,Loveland,80538-9004,No,-104.99715098,40.41578198
60119,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,3,"STABILIZING TREATMENT ,",MEDICAL CENTER OF THE ROCKIES,Hospital,Short Term,Larimer County,CO,2500 Rocky Mountain Ave,Loveland,80538-9004,No,-104.99715098,40.41578198
60126,BANNER FORT COLLINS MEDICAL CENTER,FORT COLLINS,CO,1,"DELAY IN EXAMINATION OR TREATMENT ,",BANNER FORT COLLINS MEDICAL CENTER,Hospital,Short Term,Larimer County,CO,4700 Lady Moon Dr,Fort Collins,80528-4426,No,-105.01086067,40.5210731
61311,SOUTHEAST COLORADO HOSPITAL,SPRINGFIELD,CO,1,"APPROPRIATE TRANSFER ,",SOUTHEAST COLORADO HOSPITAL,Hospital,Critical Access Hospitals,Baca County,CO,373 E 10th Ave,Springfield,81073-1622,Yes,-102.61234438,37.40418483
61315,YUMA DISTRICT HOSPITAL,YUMA,CO,1,"MEDICAL SCREENING EXAM ,",YUMA DISTRICT HOSPITAL,Hospital,Critical Access Hospitals,Yuma County,CO,1000 W 8th Ave,Yuma,80759-2641,Yes,-102.73690097,40.120489
61327,SOUTHWEST MEMORIAL HOSPITAL,CORTEZ,CO,1,"DELAY IN EXAMINATION OR TREATMENT ,",SOUTHWEST MEMORIAL HOSPITAL,Hospital,Critical Access Hospitals,Montezuma County,CO,1311 N Mildred Rd,Cortez,81321-2231,Yes,-108.57273609,37.36196774
70012,ROCKVILLE GENERAL HOSPITAL,ROCKVILLE,CT,1,"APPROPRIATE TRANSFER ,",ROCKVILLE GENERAL HOSPITAL,Hospital,Short Term,Tolland County,CT,31 Union St,Vernon Rockville,06066-3126,No,-72.45088211,41.8668726
70025,HARTFORD HOSPITAL,HARTFORD,CT,1,"MEDICAL SCREENING EXAM ,",HARTFORD HOSPITAL,Hospital,Short Term,Hartford County,CT,80 Seymour St,Hartford,06102-8000,No,-72.68071247,41.754337
70034,NORWALK HOSPITAL,NORWALK,CT,1,"MEDICAL SCREENING EXAM ,",NORWALK HOSPITAL,Hospital,Short Term,Fairfield County,CT,24 Stevens St,Norwalk,06850-3852,No,-73.42138421,41.11045836
100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,1,"EMERGENCY ROOM LOG ,",HOLMES REGIONAL MEDICAL CENTER,Hospital,Short Term,Brevard County,FL,1350S Hickory St,Melbourne,32901-3224,No,-80.61354764,28.08810631
100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,1,"MEDICAL SCREENING EXAM ,",HOLMES REGIONAL MEDICAL CENTER,Hospital,Short Term,Brevard County,FL,1350S Hickory St,Melbourne,32901-3224,No,-80.61354764,28.08810631
100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,1,"STABILIZING TREATMENT ,",HOLMES REGIONAL MEDICAL CENTER,Hospital,Short Term,Brevard County,FL,1350S Hickory St,Melbourne,32901-3224,No,-80.61354764,28.08810631
100022,JACKSON MEMORIAL HOSPITAL,MIAMI,FL,1,"MEDICAL SCREENING EXAM ,",JACKSON MEMORIAL HOSPITAL,Hospital,Short Term,Miami-Dade County,FL,1611 NW 12th Ave,Miami,33136-1005,No,-80.21269897,25.791938
100022,JACKSON MEMORIAL HOSPITAL,MIAMI,FL,1,"STABILIZING TREATMENT ,",JACKSON MEMORIAL HOSPITAL,Hospital,Short Term,Miami-Dade County,FL,1611 NW 12th Ave,Miami,33136-1005,No,-80.21269897,25.791938
100029,STEWARD NORTH SHORE MEDICAL CENTER,MIAMI,FL,2,"APPROPRIATE TRANSFER ,",STEWARD NORTH SHORE MEDICAL CENTER,Hospital,Short Term,Miami-Dade County,FL,1100 NW 95th St,Miami,33150-2038,No,-80.21463301,25.859301
100029,STEWARD NORTH SHORE MEDICAL CENTER,MIAMI,FL,2,"RECIPIENT HOSPITAL RESPONSIBILITIES ,",STEWARD NORTH SHORE MEDICAL CENTER,Hospital,Short Term,Miami-Dade County,FL,1100 NW 95th St,Miami,33150-2038,No,-80.21463301,25.859301
100034,MOUNT SINAI MEDICAL CENTER,MIAMI BEACH,FL,1,"EMERGENCY ROOM LOG ,",MOUNT SINAI MEDICAL CENTER,Hospital,Short Term,Miami-Dade County,FL,4300 Alton Rd,Miami Beach,33140-2948,No,-80.13927752,25.81333892
100049,HCA FLORIDA HIGHLANDS HOSPITAL,SEBRING,FL,1,"ON CALL PHYSICIANS ,",HCA FLORIDA HIGHLANDS HOSPITAL,Hospital,Short Term,Highlands County,FL,3600 S Highlands Ave,Sebring,33870-5416,No,-81.43370161,27.46562456
100052,WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,1,"MEDICAL SCREENING EXAM ,",WINTER HAVEN HOSPITAL,Hospital,Short Term,Polk County,FL,200 Avenue F NE,Winter Haven,33881-4131,No,-81.725247,28.027919
100053,STEWARD HIALEAH HOSPITAL,HIALEAH,FL,1,"COMPLIANCE WITH 489.24 ,",STEWARD HIALEAH HOSPITAL,Hospital,Short Term,Miami-Dade County,FL,651 E 25th St,Hialeah,33013-3814,No,-80.26838632,25.84498492
100053,STEWARD HIALEAH HOSPITAL,HIALEAH,FL,1,"MEDICAL SCREENING EXAM ,",STEWARD HIALEAH HOSPITAL,Hospital,Short Term,Miami-Dade County,FL,651 E 25th St,Hialeah,33013-3814,No,-80.26838632,25.84498492
100053,STEWARD HIALEAH HOSPITAL,HIALEAH,FL,1,"STABILIZING TREATMENT ,",STEWARD HIALEAH HOSPITAL,Hospital,Short Term,Miami-Dade County,FL,651 E 25th St,Hialeah,33013-3814,No,-80.26838632,25.84498492
100062,ADVENTHEALTH OCALA,OCALA,FL,2,"EMERGENCY ROOM LOG ,",ADVENTHEALTH OCALA,Hospital,Short Term,Marion County,FL,1500 SW 1st Ave,Ocala,34471-6504,No,-82.13890616,29.17497897
100062,ADVENTHEALTH OCALA,OCALA,FL,2,"MEDICAL SCREENING EXAM ,",ADVENTHEALTH OCALA,Hospital,Short Term,Marion County,FL,1500 SW 1st Ave,Ocala,34471-6504,No,-82.13890616,29.17497897
100062,ADVENTHEALTH OCALA,OCALA,FL,2,"STABILIZING TREATMENT ,",ADVENTHEALTH OCALA,Hospital,Short Term,Marion County,FL,1500 SW 1st Ave,Ocala,34471-6504,No,-82.13890616,29.17497897
100062,ADVENTHEALTH OCALA,OCALA,FL,2,"RECIPIENT HOSPITAL RESPONSIBILITIES ,",ADVENTHEALTH OCALA,Hospital,Short Term,Marion County,FL,1500 SW 1st Ave,Ocala,34471-6504,No,-82.13890616,29.17497897
100077,SHOREPOINT HEALTH PORT CHARLOTTE,PORT CHARLOTTE,FL,1,"RECIPIENT HOSPITAL RESPONSIBILITIES ,",SHOREPOINT HEALTH PORT CHARLOTTE,Hospital,Short Term,Charlotte County,FL,2500 Harbor Blvd,Port Charlotte,33952-5000,No,-82.09665249,26.98912099
100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,1,"EMERGENCY ROOM LOG ,",SARASOTA MEMORIAL HOSPITAL,Hospital,Short Term,Sarasota County,FL,1700 S Tamiami Trl,Sarasota,34239-3509,No,-82.52981317,27.31818151
100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,1,"MEDICAL SCREENING EXAM ,",SARASOTA MEMORIAL HOSPITAL,Hospital,Short Term,Sarasota County,FL,1700 S Tamiami Trl,Sarasota,34239-3509,No,-82.52981317,27.31818151
100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,1,"APPROPRIATE TRANSFER ,",SARASOTA MEMORIAL HOSPITAL,Hospital,Short Term,Sarasota County,FL,1700 S Tamiami Trl,Sarasota,34239-3509,No,-82.52981317,27.31818151
100092,ROCKLEDGE REGIONAL MEDICAL CENTER,ROCKLEDGE,FL,1,"COMPLIANCE WITH 489.24 ,",ROCKLEDGE REGIONAL MEDICAL CENTER,Hospital,Short Term,Brevard County,FL,110 Longwood Ave,Rockledge,32955-2828,No,-80.72281137,28.33452475
100092,ROCKLEDGE REGIONAL MEDICAL CENTER,ROCKLEDGE,FL,1,"MEDICAL SCREENING EXAM ,",ROCKLEDGE REGIONAL MEDICAL CENTER,Hospital,Short Term,Brevard County,FL,110 Longwood Ave,Rockledge,32955-2828,No,-80.72281137,28.33452475
100092,ROCKLEDGE REGIONAL MEDICAL CENTER,ROCKLEDGE,FL,1,"STABILIZING TREATMENT ,",ROCKLEDGE REGIONAL MEDICAL CENTER,Hospital,Short Term,Brevard County,FL,110 Longwood Ave,Rockledge,32955-2828,No,-80.72281137,28.33452475
100092,ROCKLEDGE REGIONAL MEDICAL CENTER,ROCKLEDGE,FL,1,"APPROPRIATE TRANSFER ,",ROCKLEDGE REGIONAL MEDICAL CENTER,Hospital,Short Term,Brevard County,FL,110 Longwood Ave,Rockledge,32955-2828,No,-80.72281137,28.33452475
100139,TRI COUNTY HOSPITAL - WILLISTON,WILLISTON,FL,1,"MEDICAL SCREENING EXAM ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100139,TRI COUNTY HOSPITAL - WILLISTON,WILLISTON,FL,1,"STABILIZING TREATMENT ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,SARASOTA,FL,1,"MEDICAL SCREENING EXAM ,",HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Hospital,Short Term,Sarasota County,FL,5731 Bee Ridge Rd,Sarasota,34233-5056,No,-82.45347145,27.30193412
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,SARASOTA,FL,1,"STABILIZING TREATMENT ,",HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Hospital,Short Term,Sarasota County,FL,5731 Bee Ridge Rd,Sarasota,34233-5056,No,-82.45347145,27.30193412
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,SARASOTA,FL,1,"APPROPRIATE TRANSFER ,",HCA FLORIDA SARASOTA DOCTORS HOSPITAL,Hospital,Short Term,Sarasota County,FL,5731 Bee Ridge Rd,Sarasota,34233-5056,No,-82.45347145,27.30193412
100173,ADVENTHEALTH TAMPA,TAMPA,FL,1,"STABILIZING TREATMENT ,",ADVENTHEALTH TAMPA,Hospital,Short Term,Hillsborough County,FL,3100 E Fletcher Ave,Tampa,33613-4613,No,-82.42326717,28.06922431
100212,HCA FLORIDA OCALA HOSPITAL,OCALA,FL,1,"COMPLIANCE WITH 489.24 ,",HCA FLORIDA OCALA HOSPITAL,Hospital,Short Term,Marion County,FL,1431 SW 1st Ave,Ocala,34471-6500,No,-82.13785247,29.175401
100212,HCA FLORIDA OCALA HOSPITAL,OCALA,FL,1,"EMERGENCY ROOM LOG ,",HCA FLORIDA OCALA HOSPITAL,Hospital,Short Term,Marion County,FL,1431 SW 1st Ave,Ocala,34471-6500,No,-82.13785247,29.175401
100212,HCA FLORIDA OCALA HOSPITAL,OCALA,FL,1,"STABILIZING TREATMENT ,",HCA FLORIDA OCALA HOSPITAL,Hospital,Short Term,Marion County,FL,1431 SW 1st Ave,Ocala,34471-6500,No,-82.13785247,29.175401
100212,HCA FLORIDA OCALA HOSPITAL,OCALA,FL,1,"APPROPRIATE TRANSFER ,",HCA FLORIDA OCALA HOSPITAL,Hospital,Short Term,Marion County,FL,1431 SW 1st Ave,Ocala,34471-6500,No,-82.13785247,29.175401
100213,HCA FLORIDA BLAKE HOSPITAL,BRADENTON,FL,1,"MEDICAL SCREENING EXAM ,",HCA FLORIDA BLAKE HOSPITAL,Hospital,Short Term,Manatee County,FL,2020 59th St W,Bradenton,34209-4604,No,-82.62350598,27.48206198
100255,TAMPA COMMUNITY HOSPITAL,TAMPA,FL,1,"MEDICAL SCREENING EXAM ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100255,TAMPA COMMUNITY HOSPITAL,TAMPA,FL,1,"APPROPRIATE TRANSFER ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,ENGLEWOOD,FL,1,"MEDICAL SCREENING EXAM ,",HCA FLORIDA ENGLEWOOD HOSPITAL,Hospital,Short Term,Sarasota County,FL,700 Medical Blvd,Englewood,34223-3964,No,-82.32659139,26.95015805
100315,VIERA HOSPITAL,MELBOURNE,FL,2,"MEDICAL SCREENING EXAM ,",VIERA HOSPITAL,Hospital,Short Term,Brevard County,FL,8745 N Wickham Rd,Melbourne,32940-5997,No,-80.72895513,28.22963491
100315,VIERA HOSPITAL,MELBOURNE,FL,2,"APPROPRIATE TRANSFER ,",VIERA HOSPITAL,Hospital,Short Term,Brevard County,FL,8745 N Wickham Rd,Melbourne,32940-5997,No,-80.72895513,28.22963491
110024,CANDLER HOSPITAL,SAVANNAH,GA,1,"COMPLIANCE WITH 489.24 ,",CANDLER HOSPITAL,Hospital,Short Term,Chatham County,GA,5353 Reynolds St,Savannah,31405-6015,No,-81.10127341,32.02860281
110024,CANDLER HOSPITAL,SAVANNAH,GA,1,"STABILIZING TREATMENT ,",CANDLER HOSPITAL,Hospital,Short Term,Chatham County,GA,5353 Reynolds St,Savannah,31405-6015,No,-81.10127341,32.02860281
110024,CANDLER HOSPITAL,SAVANNAH,GA,1,"APPROPRIATE TRANSFER ,",CANDLER HOSPITAL,Hospital,Short Term,Chatham County,GA,5353 Reynolds St,Savannah,31405-6015,No,-81.10127341,32.02860281
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,1,"ON CALL PHYSICIANS ,",ST JOSEPH'S HOSPITAL - SAVANNAH,Hospital,Short Term,Chatham County,GA,11705 Mercy Blvd,Savannah,31419-1711,No,-81.15517902,31.985485
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,1,"APPROPRIATE TRANSFER ,",ST JOSEPH'S HOSPITAL - SAVANNAH,Hospital,Short Term,Chatham County,GA,11705 Mercy Blvd,Savannah,31419-1711,No,-81.15517902,31.985485
110051,UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,1,"RECIPIENT HOSPITAL RESPONSIBILITIES ,",UNION GENERAL HOSPITAL,Hospital,Short Term,Union County,GA,35 Hospital Rd,Blairsville,30512-3139,Yes,-83.9616619,34.88559157
110076,EMORY DECATUR HOSPITAL,DECATUR,GA,1,"EMERGENCY ROOM LOG ,",EMORY DECATUR HOSPITAL,Hospital,Short Term,DeKalb County,GA,2701 N Decatur Rd,Decatur,30033-5918,No,-84.28219812,33.79230825
110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,MACON,GA,1,"COMPLIANCE WITH 489.24 ,",ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,Hospital,Short Term,Bibb County,GA,777 Hemlock St,Macon,31201-2102,No,-83.63644037,32.8331755
110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,MACON,GA,1,"HOSPITAL MUST MAINTAIN RECORDS ,",ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,Hospital,Short Term,Bibb County,GA,777 Hemlock St,Macon,31201-2102,No,-83.63644037,32.8331755
110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,MACON,GA,1,"EMERGENCY ROOM LOG ,",ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,Hospital,Short Term,Bibb County,GA,777 Hemlock St,Macon,31201-2102,No,-83.63644037,32.8331755
110107,ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,MACON,GA,1,"MEDICAL SCREENING EXAM ,",ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,Hospital,Short Term,Bibb County,GA,777 Hemlock St,Macon,31201-2102,No,-83.63644037,32.8331755
110128,MEMORIAL HEALTH MEADOWS HOSPITAL,VIDALIA,GA,1,"COMPLIANCE WITH 489.24 ,",MEMORIAL HEALTH MEADOWS HOSPITAL,Hospital,Short Term,Toombs County,GA,1 Meadows Pkwy,Vidalia,30474-8759,Yes,-82.38007498,32.20927101
110128,MEMORIAL HEALTH MEADOWS HOSPITAL,VIDALIA,GA,1,"EMERGENCY ROOM LOG ,",MEMORIAL HEALTH MEADOWS HOSPITAL,Hospital,Short Term,Toombs County,GA,1 Meadows Pkwy,Vidalia,30474-8759,Yes,-82.38007498,32.20927101
110128,MEMORIAL HEALTH MEADOWS HOSPITAL,VIDALIA,GA,1,"MEDICAL SCREENING EXAM ,",MEMORIAL HEALTH MEADOWS HOSPITAL,Hospital,Short Term,Toombs County,GA,1 Meadows Pkwy,Vidalia,30474-8759,Yes,-82.38007498,32.20927101
110128,MEMORIAL HEALTH MEADOWS HOSPITAL,VIDALIA,GA,1,"STABILIZING TREATMENT ,",MEMORIAL HEALTH MEADOWS HOSPITAL,Hospital,Short Term,Toombs County,GA,1 Meadows Pkwy,Vidalia,30474-8759,Yes,-82.38007498,32.20927101
110129,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,COLUMBUS,GA,1,"EMERGENCY ROOM LOG ,",ST FRANCIS HOSPITAL- EMORY HEALTHCARE,Hospital,Short Term,Muscogee County,GA,2122 Manchester Expy,Columbus,31904-6878,No,-84.96093605,32.50688309
110161,NORTHSIDE HOSPITAL,ATLANTA,GA,1,"EMERGENCY ROOM LOG ,",NORTHSIDE HOSPITAL,Hospital,Short Term,Fulton County,GA,1000 Johnson Ferry Rd NE,Atlanta,30342-1611,No,-84.35490224,33.90792849
110177,DOCTORS HOSPITAL,AUGUSTA,GA,1,"COMPLIANCE WITH 489.24 ,",DOCTORS HOSPITAL,Hospital,Short Term,Richmond County,GA,3651 Wheeler Rd,Augusta,30909-6521,No,-82.094583,33.48618698
110177,DOCTORS HOSPITAL,AUGUSTA,GA,1,"MEDICAL SCREENING EXAM ,",DOCTORS HOSPITAL,Hospital,Short Term,Richmond County,GA,3651 Wheeler Rd,Augusta,30909-6521,No,-82.094583,33.48618698
110177,DOCTORS HOSPITAL,AUGUSTA,GA,1,"STABILIZING TREATMENT ,",DOCTORS HOSPITAL,Hospital,Short Term,Richmond County,GA,3651 Wheeler Rd,Augusta,30909-6521,No,-82.094583,33.48618698
110177,DOCTORS HOSPITAL,AUGUSTA,GA,1,"APPROPRIATE TRANSFER ,",DOCTORS HOSPITAL,Hospital,Short Term,Richmond County,GA,3651 Wheeler Rd,Augusta,30909-6521,No,-82.094583,33.48618698
110191,PIEDMONT HENRY HOSPITAL,STOCKBRIDGE,GA,1,"STABILIZING TREATMENT ,",PIEDMONT HENRY HOSPITAL,Hospital,Short Term,Henry County,GA,1133 Eagles Landing Pkwy,Stockbridge,30281-5085,No,-84.227443,33.51123199
110191,PIEDMONT HENRY HOSPITAL,STOCKBRIDGE,GA,1,"APPROPRIATE TRANSFER ,",PIEDMONT HENRY HOSPITAL,Hospital,Short Term,Henry County,GA,1133 Eagles Landing Pkwy,Stockbridge,30281-5085,No,-84.227443,33.51123199
110191,PIEDMONT HENRY HOSPITAL,STOCKBRIDGE,GA,1,"COMPLIANCE WITH 489.24 ,",PIEDMONT HENRY HOSPITAL,Hospital,Short Term,Henry County,GA,1133 Eagles Landing Pkwy,Stockbridge,30281-5085,No,-84.227443,33.51123199
110226,EMORY HILLANDALE HOSPITAL,LITHONIA,GA,1,"ON CALL PHYSICIANS ,",EMORY HILLANDALE HOSPITAL,Hospital,Short Term,DeKalb County,GA,2801 Dekalb Medical Pkwy,Lithonia,30058-4996,No,-84.14694337,33.70581133
110226,EMORY HILLANDALE HOSPITAL,LITHONIA,GA,1,"MEDICAL SCREENING EXAM ,",EMORY HILLANDALE HOSPITAL,Hospital,Short Term,DeKalb County,GA,2801 Dekalb Medical Pkwy,Lithonia,30058-4996,No,-84.14694337,33.70581133
111318,MONROE COUNTY HOSPITAL,FORSYTH,GA,1,"COMPLIANCE WITH 489.24 ,",MONROE COUNTY HOSPITAL,Hospital,Critical Access Hospitals,Monroe County,GA,88 Martin Luther King Jr Dr,Forsyth,31029-1682,Yes,-83.9465267,33.03141396
111318,MONROE COUNTY HOSPITAL,FORSYTH,GA,1,"EMERGENCY ROOM LOG ,",MONROE COUNTY HOSPITAL,Hospital,Critical Access Hospitals,Monroe County,GA,88 Martin Luther King Jr Dr,Forsyth,31029-1682,Yes,-83.9465267,33.03141396
111318,MONROE COUNTY HOSPITAL,FORSYTH,GA,1,"MEDICAL SCREENING EXAM ,",MONROE COUNTY HOSPITAL,Hospital,Critical Access Hospitals,Monroe County,GA,88 Martin Luther King Jr Dr,Forsyth,31029-1682,Yes,-83.9465267,33.03141396
111318,MONROE COUNTY HOSPITAL,FORSYTH,GA,1,"STABILIZING TREATMENT ,",MONROE COUNTY HOSPITAL,Hospital,Critical Access Hospitals,Monroe County,GA,88 Martin Luther King Jr Dr,Forsyth,31029-1682,Yes,-83.9465267,33.03141396
111318,MONROE COUNTY HOSPITAL,FORSYTH,GA,1,"APPROPRIATE TRANSFER ,",MONROE COUNTY HOSPITAL,Hospital,Critical Access Hospitals,Monroe County,GA,88 Martin Luther King Jr Dr,Forsyth,31029-1682,Yes,-83.9465267,33.03141396
111323,OPTIM MEDICAL CENTER - TATTNALL,REIDSVILLE,GA,1,"EMERGENCY ROOM LOG ,",OPTIM MEDICAL CENTER - TATTNALL,Hospital,Critical Access Hospitals,Tattnall County,GA,247 S Main St,Reidsville,30453-4605,Yes,-82.109641,32.07965963
111323,OPTIM MEDICAL CENTER - TATTNALL,REIDSVILLE,GA,1,"MEDICAL SCREENING EXAM ,",OPTIM MEDICAL CENTER - TATTNALL,Hospital,Critical Access Hospitals,Tattnall County,GA,247 S Main St,Reidsville,30453-4605,Yes,-82.109641,32.07965963
111323,OPTIM MEDICAL CENTER - TATTNALL,REIDSVILLE,GA,1,"APPROPRIATE TRANSFER ,",OPTIM MEDICAL CENTER - TATTNALL,Hospital,Critical Access Hospitals,Tattnall County,GA,247 S Main St,Reidsville,30453-4605,Yes,-82.109641,32.07965963
131314,SHOSHONE MEDICAL CENTER,KELLOGG,ID,1,"MEDICAL SCREENING EXAM ,",SHOSHONE MEDICAL CENTER,Hospital,Critical Access Hospitals,Shoshone County,ID,25 Jacobs Gulch Rd,Kellogg,83837-2023,Yes,-116.13132494,47.54730104
140077,TOUCHETTE REGIONAL HOSPITAL INC,CENTREVILLE,IL,1,"MEDICAL SCREENING EXAM ,",TOUCHETTE REGIONAL HOSPITAL INC,Hospital,Short Term,St. Clair County,IL,5900 Bond Ave,Centreville,62207-2326,No,-90.10732125,38.57095987
140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,1,"EMERGENCY ROOM LOG ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,1,"MEDICAL SCREENING EXAM ,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
